roi_index	roi_name	n	w_non	mu_non	sd_non	mu_path	sd_path	L_nonQ	G_pathQ25	T_start	n_nonpath	n_path
139	tau.SUVR.Schaefer200.ROI.idx.139	267	0.8452578482807369	1.0211751069410406	0.11136394953315674	1.4438123695753269	0.48742618442143093	1.280246394182292	1.1150484042058866	1.280246394182292	237	30
140	tau.SUVR.Schaefer200.ROI.idx.140	267	0.9083391185141032	0.9776929616374531	0.11556023782218916	1.4553361497355461	0.5079788202260866	1.2465262752187574	1.1127096421763527	1.2465262752187574	247	20
141	tau.SUVR.Schaefer200.ROI.idx.141	267	0.8779997435490894	1.0647407007508634	0.09617307712661213	1.6323404438560924	0.528842889542369	1.2884727342643238	1.275641335395686	1.2884727342643238	238	29
142	tau.SUVR.Schaefer200.ROI.idx.142	267	0.8300586932430613	1.1031303129445587	0.09156346902084572	1.5284810984506383	0.4007371642431401	1.316138794441008	1.2581879886459966	1.316138794441008	232	35
143	tau.SUVR.Schaefer200.ROI.idx.143	267	0.9030202051252562	1.023618619361473	0.10919679216015403	1.5977421720658307	0.463535417291473	1.2776483446553275	1.2850922842498684	1.2850922842498684	244	23
144	tau.SUVR.Schaefer200.ROI.idx.144	267	0.8155949506837119	1.080333281906806	0.10706752118406315	1.3290837261296242	0.2750893051310569	1.3294095821921748	1.143538809430164	1.3294095821921748	239	28
145	tau.SUVR.Schaefer200.ROI.idx.145	267	0.8439326821972974	1.0957035773862094	0.09605890613374349	1.3781118379920703	0.318282832424136	1.3191700094531327	1.1634333298586135	1.3191700094531327	237	30
146	tau.SUVR.Schaefer200.ROI.idx.146	267	0.8871474081599481	1.1419424828884093	0.09783780519080972	1.4673995907106496	0.3608491280151476	1.369547252994872	1.2240105524972387	1.369547252994872	245	22
147	tau.SUVR.Schaefer200.ROI.idx.147	267	0.9125923638202669	1.09920069559982	0.10490146869888467	1.5541234644084092	0.38505421416050467	1.3432380042912326	1.294408343687342	1.3432380042912326	248	19
148	tau.SUVR.Schaefer200.ROI.idx.148	267	0.9414456898816456	1.1249178940478053	0.11230189524377643	1.5223671692168677	0.47546557243794185	1.3861711692989225	1.2016705140363633	1.3861711692989225	255	12
149	tau.SUVR.Schaefer200.ROI.idx.149	267	0.8625133248880864	1.0991739275057764	0.09667433753384001	1.541171445185818	0.38860320775967716	1.3240720671019321	1.2790625646585974	1.3240720671019321	237	30
150	tau.SUVR.Schaefer200.ROI.idx.150	267	0.8693054529310893	0.9622299338747904	0.10189529546262181	1.341984598338483	0.4190834131661616	1.1992738378490246	1.0593171316807173	1.1992738378490246	240	27
151	tau.SUVR.Schaefer200.ROI.idx.151	267	0.8227098386420322	1.1167095191383662	0.11730531910882531	1.7155238485831352	0.5452756742047505	1.389602498860865	1.3477409953007728	1.389602498860865	228	39
152	tau.SUVR.Schaefer200.ROI.idx.152	267	0.898405597998547	1.1340024480190658	0.10423788975607094	1.635078685801147	0.45556794210342755	1.3764960412476055	1.327802778334463	1.3764960412476055	241	26
153	tau.SUVR.Schaefer200.ROI.idx.153	267	0.9047018566585053	1.127079638827399	0.10275899251777698	1.780905347893994	0.48570134746243915	1.3661328026097086	1.453304767374153	1.453304767374153	249	18
154	tau.SUVR.Schaefer200.ROI.idx.154	267	0.8782344161067169	1.1776764134439823	0.11106779374572245	1.526273945639203	0.37142601366357303	1.436058739298751	1.275750906466933	1.436058739298751	243	24
155	tau.SUVR.Schaefer200.ROI.idx.155	267	0.8629817316582193	1.1869389008793436	0.10492816491886488	1.5332858240969154	0.38290152663016547	1.4310383142653522	1.2750226690504367	1.4310383142653522	241	26
156	tau.SUVR.Schaefer200.ROI.idx.156	267	0.8766590353239803	1.122434152310015	0.09659209471567237	1.4204169695065576	0.40545925837163227	1.3471409665009715	1.1469388556127869	1.3471409665009715	247	20
157	tau.SUVR.Schaefer200.ROI.idx.157	267	0.899352405898989	1.2164255789833684	0.11416317178334151	1.5697691970677567	0.47614355567182753	1.482008830955305	1.2486152491451916	1.482008830955305	247	20
158	tau.SUVR.Schaefer200.ROI.idx.158	267	0.9063150579600872	1.1810345759625702	0.11911632447308837	1.5617819208861352	0.3726639527294899	1.458140584164099	1.3104239045025372	1.458140584164099	245	22
159	tau.SUVR.Schaefer200.ROI.idx.159	267	0.9083552539571533	1.1390750199677975	0.10673109210019219	1.4784603528659923	0.4860302554236263	1.3873686691691374	1.1506379272975726	1.3873686691691374	247	20
160	tau.SUVR.Schaefer200.ROI.idx.160	267	0.9187840646129918	1.0838697174730376	0.11306711590766046	1.5435166681739092	0.3976688570210231	1.3469031621887535	1.275293100141038	1.3469031621887535	247	20
161	tau.SUVR.Schaefer200.ROI.idx.161	267	0.8447797114623764	1.153614035654183	0.15174185517704694	1.6617779544704012	0.42357844120554367	1.5066183778483202	1.3760786374732283	1.5066183778483202	238	29
162	tau.SUVR.Schaefer200.ROI.idx.162	267	0.653857613316658	1.2162310469111475	0.10374049963285266	1.6831300127238213	0.47474641030711606	1.4575675376839694	1.362918425029288	1.4575675376839694	197	70
163	tau.SUVR.Schaefer200.ROI.idx.163	267	0.5174923893035599	1.1130800696884284	0.0981490424732737	1.3784107034739568	0.2851959556518518	1.3414088859852735	1.1860489545894064	1.3414088859852735	195	72
164	tau.SUVR.Schaefer200.ROI.idx.164	267	0.6963031299133988	1.1884981461178954	0.10229960649345501	1.7149371699648879	0.4595743054125022	1.4264826181991597	1.4049590115106714	1.4264826181991597	201	66
165	tau.SUVR.Schaefer200.ROI.idx.165	267	0.7945297074858805	1.107754451333505	0.10482844105186534	1.7102429532776016	0.5007438597705793	1.351621872313528	1.3724963523887217	1.3724963523887217	222	45
166	tau.SUVR.Schaefer200.ROI.idx.166	267	0.8673230743380119	1.0902469873930243	0.10503211767573868	1.7993010260289461	0.5144465085176556	1.334588231053987	1.4523121290096261	1.4523121290096261	241	26
167	tau.SUVR.Schaefer200.ROI.idx.167	267	0.8385097287924217	1.0368260986241398	0.10292072249511597	1.554509715309815	0.4796047972097145	1.2762555025954008	1.2310211954469923	1.2762555025954008	232	35
168	tau.SUVR.Schaefer200.ROI.idx.168	267	0.8645194903281755	1.0784158194318756	0.09014232754038179	1.484004410964026	0.33513722325107664	1.2881182314665365	1.2579577889719988	1.2881182314665365	235	32
169	tau.SUVR.Schaefer200.ROI.idx.169	267	0.8340889906233208	1.1186033139628546	0.09274144014450306	1.503612184753755	0.36494648483232617	1.3343521660785056	1.257459521364261	1.3343521660785056	232	35
170	tau.SUVR.Schaefer200.ROI.idx.170	267	0.9290379050830735	1.0140571367184976	0.13791893856722523	1.084303242685663	0.44813870787614984	1.3349045662443322	0.7820382775570838	1.3349045662443322	259	8
171	tau.SUVR.Schaefer200.ROI.idx.171	267	0.7319090434454306	1.2169902126831393	0.11009611523750097	1.8430650174994094	0.5733779133285374	1.4731120763060557	1.4563274919704936	1.4731120763060557	206	61
172	tau.SUVR.Schaefer200.ROI.idx.172	267	0.67246361712374	1.176737719149415	0.09746213912674945	1.7781842285201752	0.5509362011476452	1.4034685593064018	1.4065834078341217	1.4065834078341217	195	72
173	tau.SUVR.Schaefer200.ROI.idx.173	267	0.8275481808269004	1.0929788940554728	0.1406992085354461	1.7675403233983655	0.5556740780948594	1.4202941987111375	1.3927438532737257	1.4202941987111375	228	39
174	tau.SUVR.Schaefer200.ROI.idx.174	267	0.829125267203006	1.1039729094958513	0.12364219147526742	1.7174462345316865	0.5989841922248536	1.3916076587760908	1.3134375363465431	1.3916076587760908	228	39
175	tau.SUVR.Schaefer200.ROI.idx.175	267	0.8480874493963702	1.0686450642873442	0.11074269598688294	1.5881551635414175	0.4419880063195214	1.326271099661981	1.2900387835692992	1.326271099661981	234	33
176	tau.SUVR.Schaefer200.ROI.idx.176	267	0.8473742106808689	1.0417498905182698	0.10082469540420569	1.5618582223545658	0.4574621698049761	1.2763032063226596	1.25330467771865	1.2763032063226596	232	35
177	tau.SUVR.Schaefer200.ROI.idx.177	267	0.9202298185681761	1.1986288933103917	0.10897414936378244	1.6859926988120073	0.44432226564363925	1.4521406740082365	1.386301884851472	1.4521406740082365	247	20
178	tau.SUVR.Schaefer200.ROI.idx.178	267	0.9159929536428325	1.1400663421536972	0.10815324457410644	1.8002520289566015	0.44316418493419396	1.3916684127392893	1.501342328564487	1.501342328564487	250	17
179	tau.SUVR.Schaefer200.ROI.idx.179	267	0.8848687695808581	1.010719973028747	0.1056903659158762	1.4950449093233722	0.4099707242897956	1.2565925310837447	1.2185238579094413	1.2565925310837447	241	26
180	tau.SUVR.Schaefer200.ROI.idx.180	267	0.885588208767168	1.0414521594697939	0.10961294374638089	1.689989116870495	0.41340063909543867	1.2964499981215458	1.411154623076112	1.411154623076112	244	23
181	tau.SUVR.Schaefer200.ROI.idx.181	267	0.8878745901183202	1.1580536678693545	0.10952269147303849	1.7271519403394031	0.49626957537047767	1.412841548336889	1.3924231984178541	1.412841548336889	242	25
182	tau.SUVR.Schaefer200.ROI.idx.182	267	0.8487763128595325	1.141234336811176	0.10469681148732488	1.687544924409386	0.5160763657927835	1.3847955416335693	1.3394567053637099	1.3847955416335693	233	34
183	tau.SUVR.Schaefer200.ROI.idx.183	267	0.7842560458858107	1.0749951100971136	0.09355987798398183	1.4150362437350124	0.39374559879519194	1.2926479333406706	1.1494588731628368	1.2926479333406706	229	38
184	tau.SUVR.Schaefer200.ROI.idx.184	267	0.7965412266037775	1.1824449335405411	0.10141648281372888	1.8066942441622655	0.5035714341658084	1.4183749527269593	1.4670404733258868	1.4670404733258868	225	42
185	tau.SUVR.Schaefer200.ROI.idx.185	267	0.8652063252710517	1.0921212852406212	0.10500838033852121	1.698600049397529	0.4457641580439502	1.3364073075976126	1.3979366937920983	1.3979366937920983	239	28
186	tau.SUVR.Schaefer200.ROI.idx.186	267	0.8068627060179465	1.1766254366208797	0.08940220282827865	1.7063898228146908	0.47000318860966467	1.3846060611050142	1.389377489537996	1.389377489537996	224	43
187	tau.SUVR.Schaefer200.ROI.idx.187	267	0.9295728021135884	1.1566716227359217	0.10769208950504308	1.5754894715390355	0.4819106655150045	1.4072008862069951	1.2504456671389925	1.4072008862069951	250	17
188	tau.SUVR.Schaefer200.ROI.idx.188	267	0.9740716208361974	1.0302284501950636	0.12548730828672447	1.3557150533050115	0.6203207280829736	1.3221555830469933	0.937315080378875	1.3221555830469933	263	4
189	tau.SUVR.Schaefer200.ROI.idx.189	267	0.9020706630996391	1.0734271105667683	0.09502911336820487	1.4896089342459349	0.3487112520151561	1.2944978864228782	1.2544067689836693	1.2944978864228782	244	23
190	tau.SUVR.Schaefer200.ROI.idx.190	267	0.7772841551579629	1.1737206128675644	0.11139145132637372	1.8434542193980437	0.5539297824655662	1.4328558788469983	1.469834258796674	1.469834258796674	221	46
191	tau.SUVR.Schaefer200.ROI.idx.191	267	0.8585430637070386	1.2052824394423893	0.13229909846733273	1.7951335737575058	0.5051284083826363	1.5130561658993895	1.4544296397705572	1.5130561658993895	238	29
192	tau.SUVR.Schaefer200.ROI.idx.192	267	0.8640703169412758	0.9854118447461464	0.10093494163334506	1.422067371663149	0.346764891278507	1.2202216316313155	1.1881780067679373	1.2202216316313155	235	32
193	tau.SUVR.Schaefer200.ROI.idx.193	267	0.955223568561311	1.1242006644515157	0.11255529930639242	1.5982430706144848	0.3672303601454554	1.3860434457049728	1.3505499567355594	1.3860434457049728	253	14
194	tau.SUVR.Schaefer200.ROI.idx.194	267	0.8315708519955752	1.1642018296922767	0.12606378685812525	1.811489675209178	0.5180668997556235	1.4574700522432147	1.4620588614081491	1.4620588614081491	227	40
195	tau.SUVR.Schaefer200.ROI.idx.195	267	0.8484760493135476	1.0889017111135157	0.08787269315183038	1.4947050531090424	0.4321266674005176	1.29332416401352	1.2032400451610021	1.29332416401352	234	33
196	tau.SUVR.Schaefer200.ROI.idx.196	267	0.7076480624790208	1.1526679932569162	0.09517074277064128	1.5813628074749306	0.36523714296752213	1.3740682483722857	1.335014098152436	1.3740682483722857	208	59
197	tau.SUVR.Schaefer200.ROI.idx.197	267	0.8359535090495498	1.180708572239293	0.11137147915703527	1.7149024202393948	0.49210014120128975	1.4397973760050462	1.3829859189290803	1.4397973760050462	228	39
198	tau.SUVR.Schaefer200.ROI.idx.198	267	0.8420331095714081	1.2270713666222135	0.11502202516723901	1.917436608975145	0.495766819182091	1.4946526103378925	1.5830469709495103	1.5830469709495103	237	30
199	tau.SUVR.Schaefer200.ROI.idx.199	267	0.8276946745130759	1.1870591265461765	0.10744651597444074	1.9185911647774634	0.5340909425557473	1.4370171005564125	1.5583522983510476	1.5583522983510476	234	33
200	tau.SUVR.Schaefer200.ROI.idx.200	267	0.86889886336215	1.1539357374337536	0.11104862471639315	1.8687499190405277	0.47761729410691117	1.4122734694578944	1.5466019496490286	1.5466019496490286	241	26
